order_date,week_day,order_item_delivery_address_region,order_total_paid_per_day
2020-01-01,Wednesday,corsica,420.05
2020-01-01,Wednesday,occitania,9791.0599999999849
2020-01-01,Wednesday,brittany,3140.09
2020-01-01,Wednesday,grand est,6760.7899999999936
2020-01-01,Wednesday,new aquitaine,3907.6999999999971
2020-01-01,Wednesday,provence-alpes-cote d'azur,6910.3799999999947
2020-01-01,Wednesday,centre-val de loire,1448.7900000000002
2020-01-01,Wednesday,bourgogne-franche-comte,2898.1000000000004
2020-01-01,Wednesday,hauts-de-france,4670.2399999999971
2020-01-01,Wednesday,auvergne-rhone-alpes,11240.639999999967
2020-01-01,Wednesday,ile-de-france,39609.200000000026
2020-01-01,Wednesday,pays de la loire,3787.9599999999991
2020-01-01,Wednesday,normandy,2630.22
2020-01-01,Wednesday,nord-pas-de-calais and picardy,6237.8099999999922
2020-01-01,Wednesday,nouvelle-aquitaine,1711.5900000000006
2020-01-01,Wednesday,centre-loire valley,2010.5500000000009
2020-01-02,Thursday,guadeloupe,200.56
2020-01-02,Thursday,normandy,10439.269999999982
2020-01-02,Thursday,new aquitaine,13693.209999999981
2020-01-02,Thursday,brittany,9025.2599999999875
2020-01-02,Thursday,ile-de-france,80147.720000000219
2020-01-02,Thursday,nouvelle-aquitaine,10555.229999999998
2020-01-02,Thursday,auvergne-rhone-alpes,37081.570000000094
2020-01-02,Thursday,centre-val de loire,1749.98
2020-01-02,Thursday,corsica,710.36000000000013
2020-01-02,Thursday,hauts-de-france,11154.079999999994
2020-01-02,Thursday,bourgogne-franche-comte,7403.2999999999884
2020-01-02,Thursday,pays de la loire,10941.889999999981
2020-01-02,Thursday,grand est,29176.370000000112
2020-01-02,Thursday,provence-alpes-cote d'azur,16533.529999999952
2020-01-02,Thursday,centre-loire valley,4604.7999999999929
2020-01-02,Thursday,nord-pas-de-calais and picardy,15481.639999999978
2020-01-02,Thursday,occitania,23206.89000000005
2020-01-03,Friday,corsica,514.20999999999992
2020-01-03,Friday,centre-val de loire,2106.5399999999995
2020-01-03,Friday,centre-loire valley,3970.169999999996
2020-01-03,Friday,pays de la loire,9923.3099999999868
2020-01-03,Friday,hauts-de-france,3636.1399999999953
2020-01-03,Friday,nouvelle-aquitaine,5071.7399999999961
2020-01-03,Friday,ile-de-france,96371.290000000226
2020-01-03,Friday,bourgogne-franche-comte,6837.5899999999911
2020-01-03,Friday,,71.1
2020-01-03,Friday,grand est,17265.61999999997
2020-01-03,Friday,auvergne-rhone-alpes,31059.060000000103
2020-01-03,Friday,brittany,8602.6199999999862
2020-01-03,Friday,normandy,7043.5099999999893
2020-01-03,Friday,new aquitaine,9592.0199999999841
2020-01-03,Friday,occitania,28388.71000000009
2020-01-03,Friday,nord-pas-de-calais and picardy,10972.359999999979
2020-01-03,Friday,provence-alpes-cote d'azur,19008.369999999995
2020-01-04,Saturday,nouvelle-aquitaine,3450.8399999999979
2020-01-04,Saturday,normandy,10829.909999999991
2020-01-04,Saturday,new aquitaine,7776.739999999987
2020-01-04,Saturday,corsica,1153.8300000000002
2020-01-04,Saturday,centre-loire valley,3992.5599999999972
2020-01-04,Saturday,bourgogne-franche-comte,3488.6799999999962
2020-01-04,Saturday,pays de la loire,7312.9099999999917
2020-01-04,Saturday,ile-de-france,61061.149999999863
2020-01-04,Saturday,occitania,28446.690000000068
2020-01-04,Saturday,provence-alpes-cote d'azur,13964.819999999976
2020-01-04,Saturday,centre-val de loire,1698.0400000000002
2020-01-04,Saturday,grand est,11954.829999999974
2020-01-04,Saturday,nord-pas-de-calais and picardy,9061.1199999999881
2020-01-04,Saturday,auvergne-rhone-alpes,23871.330000000053
2020-01-04,Saturday,hauts-de-france,4435.4999999999955
2020-01-04,Saturday,brittany,15054.779999999992
2020-01-05,Sunday,ile-de-france,66461.809999999721
2020-01-05,Sunday,pays de la loire,8721.6599999999817
2020-01-05,Sunday,provence-alpes-cote d'azur,9628.5399999999754
2020-01-05,Sunday,brittany,5008.3999999999951
2020-01-05,Sunday,auvergne-rhone-alpes,21916.430000000131
2020-01-05,Sunday,occitania,12902.989999999985
2020-01-05,Sunday,nord-pas-de-calais and picardy,8626.0699999999888
2020-01-05,Sunday,hauts-de-france,4901.4299999999976
2020-01-05,Sunday,grand est,16864.559999999979
2020-01-05,Sunday,new aquitaine,7943.0299999999843
2020-01-05,Sunday,bourgogne-franche-comte,3149.4499999999985
2020-01-05,Sunday,normandy,5777.3399999999974
2020-01-05,Sunday,corsica,368.09
2020-01-05,Sunday,nouvelle-aquitaine,3674.3999999999987
2020-01-05,Sunday,,36.96
2020-01-05,Sunday,centre-loire valley,4001.7199999999966
2020-01-05,Sunday,centre-val de loire,2160.869999999999
2020-01-06,Monday,occitania,26545.1800000001
2020-01-06,Monday,centre-loire valley,5126.8499999999931
2020-01-06,Monday,provence-alpes-cote d'azur,13875.699999999959
2020-01-06,Monday,hauts-de-france,6543.91999999999
2020-01-06,Monday,martinique,3.66
2020-01-06,Monday,auvergne-rhone-alpes,33474.410000000142
2020-01-06,Monday,ile-de-france,94349.980000000636
2020-01-06,Monday,centre-val de loire,2475.3099999999986
2020-01-06,Monday,,17.36
2020-01-06,Monday,brittany,11393.289999999986
2020-01-06,Monday,nouvelle-aquitaine,3915.8899999999981
2020-01-06,Monday,normandy,9543.6199999999735
2020-01-06,Monday,cordoba,42.59
2020-01-06,Monday,nord-pas-de-calais and picardy,22661.560000000034
2020-01-06,Monday,grand est,16303.189999999959
2020-01-06,Monday,new aquitaine,9527.73999999998
2020-01-06,Monday,bourgogne-franche-comte,8077.15999999999
2020-01-06,Monday,pays de la loire,14306.079999999967
2020-01-06,Monday,corsica,1735.8599999999997
2020-01-07,Tuesday,normandy,9101.739999999987
2020-01-07,Tuesday,nord-pas-de-calais and picardy,13868.269999999977
2020-01-07,Tuesday,bourgogne-franche-comte,3710.2899999999954
2020-01-07,Tuesday,provence-alpes-cote d'azur,20042.729999999985
2020-01-07,Tuesday,grand est,16269.189999999959
2020-01-07,Tuesday,auvergne-rhone-alpes,25729.6700000001
2020-01-07,Tuesday,guadeloupe,36.09
2020-01-07,Tuesday,nouvelle-aquitaine,8316.36999999999
2020-01-07,Tuesday,corsica,696.7700000000001
2020-01-07,Tuesday,ile-de-france,73345.079999999871
2020-01-07,Tuesday,centre-val de loire,980.00999999999988
2020-01-07,Tuesday,pays de la loire,25978.080000000056
2020-01-07,Tuesday,new aquitaine,11592.879999999981
2020-01-07,Tuesday,occitania,17587.239999999983
2020-01-07,Tuesday,brittany,6202.2199999999912
2020-01-07,Tuesday,hauts-de-france,4083.6099999999947
2020-01-07,Tuesday,centre-loire valley,3190.4599999999978
2020-01-08,Wednesday,ile-de-france,88557.380000000208
2020-01-08,Wednesday,nouvelle-aquitaine,7334.9199999999964
2020-01-08,Wednesday,grand est,27997.410000000058
2020-01-08,Wednesday,occitania,25078.4800000001
2020-01-08,Wednesday,nord-pas-de-calais and picardy,10291.719999999978
2020-01-08,Wednesday,normandy,9156.5199999999877
2020-01-08,Wednesday,provence-alpes-cote d'azur,15024.149999999969
2020-01-08,Wednesday,hauts-de-france,9009.2499999999964
2020-01-08,Wednesday,corsica,748.7600000000001
2020-01-08,Wednesday,centre-val de loire,2353.9699999999989
2020-01-08,Wednesday,brittany,13325.559999999987
2020-01-08,Wednesday,pays de la loire,20488.550000000007
2020-01-08,Wednesday,new aquitaine,10427.939999999981
2020-01-08,Wednesday,auvergne-rhone-alpes,33325.860000000175
2020-01-08,Wednesday,centre-loire valley,3801.3699999999967
2020-01-08,Wednesday,,33.99
2020-01-08,Wednesday,bourgogne-franche-comte,9723.6699999999946
2020-01-09,Thursday,grand est,22912.700000000063
2020-01-09,Thursday,new aquitaine,9690.5099999999875
2020-01-09,Thursday,bourgogne-franche-comte,8768.4599999999973
2020-01-09,Thursday,nord-pas-de-calais and picardy,13130.259999999982
2020-01-09,Thursday,corsica,1147.61
2020-01-09,Thursday,provence-alpes-cote d'azur,16434.859999999971
2020-01-09,Thursday,nouvelle-aquitaine,3922.5299999999979
2020-01-09,Thursday,auvergne-rhone-alpes,44146.410000000054
2020-01-09,Thursday,ile-de-france,85743.130000000267
2020-01-09,Thursday,normandy,10942.45999999999
2020-01-09,Thursday,centre-loire valley,6465.5999999999949
2020-01-09,Thursday,hauts-de-france,8691.7499999999891
2020-01-09,Thursday,pays de la loire,6400.11999999999
2020-01-09,Thursday,occitania,18656.859999999993
2020-01-09,Thursday,centre-val de loire,3342.1299999999974
2020-01-09,Thursday,brittany,9980.9399999999914
2020-01-10,Friday,normandy,6814.0799999999963
2020-01-10,Friday,occitania,20913.280000000017
2020-01-10,Friday,auvergne-rhone-alpes,28287.400000000063
2020-01-10,Friday,centre-val de loire,1691.4800000000002
2020-01-10,Friday,provence-alpes-cote d'azur,12742.279999999979
2020-01-10,Friday,nouvelle-aquitaine,6111.2199999999975
2020-01-10,Friday,new aquitaine,12736.869999999983
2020-01-10,Friday,,144.69
2020-01-10,Friday,ile-de-france,79262.510000000009
2020-01-10,Friday,grand est,22512.980000000065
2020-01-10,Friday,bourgogne-franche-comte,8098.9099999999926
2020-01-10,Friday,pays de la loire,7734.0699999999924
2020-01-10,Friday,corsica,676.05000000000007
2020-01-10,Friday,nord-pas-de-calais and picardy,15369.059999999978
2020-01-10,Friday,brittany,7504.5999999999849
2020-01-10,Friday,centre-loire valley,3470.4599999999987
2020-01-10,Friday,hauts-de-france,8843.7799999999934
2020-01-11,Saturday,,136.63
2020-01-11,Saturday,pays de la loire,10283.889999999989
2020-01-11,Saturday,hauts-de-france,4817.9299999999976
2020-01-11,Saturday,grand est,12456.949999999986
2020-01-11,Saturday,nouvelle-aquitaine,12008.429999999993
2020-01-11,Saturday,new aquitaine,15422.349999999979
2020-01-11,Saturday,brittany,10372.239999999994
2020-01-11,Saturday,occitania,14532.429999999977
2020-01-11,Saturday,provence-alpes-cote d'azur,14227.019999999975
2020-01-11,Saturday,normandy,4489.239999999998
2020-01-11,Saturday,bourgogne-franche-comte,3696.309999999999
2020-01-11,Saturday,ile-de-france,60246.659999999938
2020-01-11,Saturday,auvergne-rhone-alpes,22958.280000000035
2020-01-11,Saturday,centre-loire valley,2423.0799999999995
2020-01-11,Saturday,nord-pas-de-calais and picardy,10077.739999999987
2020-01-11,Saturday,centre-val de loire,625.38000000000011
2020-01-11,Saturday,corsica,2061.5500000000006
2020-01-12,Sunday,pays de la loire,11010.139999999996
2020-01-12,Sunday,new aquitaine,8194.1199999999917
2020-01-12,Sunday,centre-val de loire,2278.0899999999997
2020-01-12,Sunday,ile-de-france,95955.160000000309
2020-01-12,Sunday,nord-pas-de-calais and picardy,26767.190000000068
2020-01-12,Sunday,auvergne-rhone-alpes,24090.930000000055
2020-01-12,Sunday,occitania,18689.969999999976
2020-01-12,Sunday,normandy,9755.2799999999825
2020-01-12,Sunday,corsica,87.2
2020-01-12,Sunday,brittany,10211.089999999989
2020-01-12,Sunday,centre-loire valley,2704.7099999999991
2020-01-12,Sunday,,58.839999999999996
2020-01-12,Sunday,provence-alpes-cote d'azur,15823.559999999969
2020-01-12,Sunday,hauts-de-france,4700.3599999999979
2020-01-12,Sunday,nouvelle-aquitaine,4045.4399999999978
2020-01-12,Sunday,grand est,17568.969999999979
2020-01-12,Sunday,bourgogne-franche-comte,3667.7699999999986
2020-01-13,Monday,guadeloupe,53.65
2020-01-13,Monday,occitania,18902.619999999988
2020-01-13,Monday,brittany,11162.709999999983
2020-01-13,Monday,ile-de-france,102161.06000000049
2020-01-13,Monday,provence-alpes-cote d'azur,22272.560000000016
2020-01-13,Monday,nouvelle-aquitaine,8550.5099999999984
2020-01-13,Monday,pays de la loire,15075.119999999984
2020-01-13,Monday,new aquitaine,19747.180000000004
2020-01-13,Monday,grand est,28362.080000000075
2020-01-13,Monday,bourgogne-franche-comte,5530.62999999999
2020-01-13,Monday,hauts-de-france,5946.9499999999889
2020-01-13,Monday,,49.39
2020-01-13,Monday,centre-val de loire,2164.1699999999992
2020-01-13,Monday,corsica,719.0200000000001
2020-01-13,Monday,auvergne-rhone-alpes,32234.540000000154
2020-01-13,Monday,nord-pas-de-calais and picardy,13334.65999999998
2020-01-13,Monday,normandy,14594.169999999978
2020-01-13,Monday,centre-loire valley,3741.3599999999974
2020-01-14,Tuesday,normandy,6156.9999999999964
2020-01-14,Tuesday,brittany,5645.1199999999926
2020-01-14,Tuesday,hauts-de-france,4986.1199999999953
2020-01-14,Tuesday,nord-pas-de-calais and picardy,13558.379999999981
2020-01-14,Tuesday,grand est,15550.80999999995
2020-01-14,Tuesday,centre-loire valley,6597.2499999999945
2020-01-14,Tuesday,new aquitaine,15163.39999999998
2020-01-14,Tuesday,nouvelle-aquitaine,6382.0899999999983
2020-01-14,Tuesday,pays de la loire,17383.679999999975
2020-01-14,Tuesday,provence-alpes-cote d'azur,32239.050000000083
2020-01-14,Tuesday,corsica,1026.1000000000001
2020-01-14,Tuesday,occitania,37448.590000000062
2020-01-14,Tuesday,bourgogne-franche-comte,5094.2199999999957
2020-01-14,Tuesday,auvergne-rhone-alpes,24549.510000000086
2020-01-14,Tuesday,metropolitan france,69.8
2020-01-14,Tuesday,ile-de-france,79837.7200000002
2020-01-14,Tuesday,centre-val de loire,1656.8000000000002
2020-01-15,Wednesday,centre-loire valley,3006.6199999999976
2020-01-15,Wednesday,provence-alpes-cote d'azur,16251.49999999996
2020-01-15,Wednesday,normandy,5764.9299999999948
2020-01-15,Wednesday,new aquitaine,10551.829999999989
2020-01-15,Wednesday,nord-pas-de-calais and picardy,18004.280000000017
2020-01-15,Wednesday,pays de la loire,7442.0199999999913
2020-01-15,Wednesday,brittany,11282.699999999984
2020-01-15,Wednesday,grand est,12706.679999999973
2020-01-15,Wednesday,bourgogne-franche-comte,7713.20999999999
2020-01-15,Wednesday,nouvelle-aquitaine,5232.2099999999955
2020-01-15,Wednesday,hauts-de-france,6109.48999999999
2020-01-15,Wednesday,ile-de-france,73041.89000000013
2020-01-15,Wednesday,guadeloupe,185.53
2020-01-15,Wednesday,occitania,17699.439999999991
2020-01-15,Wednesday,auvergne-rhone-alpes,25639.800000000105
2020-01-15,Wednesday,corsica,986.6
2020-01-15,Wednesday,centre-val de loire,1268.2300000000002
2020-01-16,Thursday,centre-val de loire,2131.88
2020-01-16,Thursday,provence-alpes-cote d'azur,18927.739999999976
2020-01-16,Thursday,ile-de-france,56105.159999999865
2020-01-16,Thursday,nouvelle-aquitaine,4008.1299999999978
2020-01-16,Thursday,normandy,4306.1599999999953
2020-01-16,Thursday,pays de la loire,8547.4099999999926
2020-01-16,Thursday,nord-pas-de-calais and picardy,12100.65999999998
2020-01-16,Thursday,grand est,12097.809999999983
2020-01-16,Thursday,centre-loire valley,3534.9799999999968
2020-01-16,Thursday,auvergne-rhone-alpes,20159.8
2020-01-16,Thursday,new aquitaine,6971.4399999999923
2020-01-16,Thursday,hauts-de-france,3583.4599999999969
2020-01-16,Thursday,guadeloupe,79.160000000000011
2020-01-16,Thursday,corsica,288.28
2020-01-16,Thursday,occitania,10955.769999999971
2020-01-16,Thursday,bourgogne-franche-comte,6009.83999999999
2020-01-16,Thursday,brittany,7047.6999999999916
2020-01-17,Friday,brittany,4738.7099999999964
2020-01-17,Friday,,38.89
2020-01-17,Friday,ile-de-france,55354.249999999876
2020-01-17,Friday,guadeloupe,873.25
2020-01-17,Friday,normandy,5076.849999999994
2020-01-17,Friday,nouvelle-aquitaine,3693.6400000000008
2020-01-17,Friday,centre-loire valley,2325.8000000000006
2020-01-17,Friday,hauts-de-france,3950.2999999999975
2020-01-17,Friday,auvergne-rhone-alpes,18656.740000000031
2020-01-17,Friday,new aquitaine,7742.7499999999927
2020-01-17,Friday,provence-alpes-cote d'azur,12600.00999999998
2020-01-17,Friday,bourgogne-franche-comte,17220.67
2020-01-17,Friday,corsica,416.80000000000007
2020-01-17,Friday,nord-pas-de-calais and picardy,17571.250000000007
2020-01-17,Friday,pays de la loire,7504.6999999999971
2020-01-17,Friday,occitania,23949.300000000043
2020-01-17,Friday,grand est,10503.769999999979
2020-01-17,Friday,centre-val de loire,633.3
2020-01-18,Saturday,bourgogne-franche-comte,4210.8799999999947
2020-01-18,Saturday,hauts-de-france,4787.0699999999961
2020-01-18,Saturday,new aquitaine,5220.2999999999947
2020-01-18,Saturday,nord-pas-de-calais and picardy,9411.5599999999849
2020-01-18,Saturday,corsica,1320.72
2020-01-18,Saturday,centre-loire valley,1185.5900000000001
2020-01-18,Saturday,grand est,16410.579999999987
2020-01-18,Saturday,brittany,5334.5599999999986
2020-01-18,Saturday,ile-de-france,42407.95
2020-01-18,Saturday,pays de la loire,4476.0499999999965
2020-01-18,Saturday,auvergne-rhone-alpes,12406.179999999971
2020-01-18,Saturday,provence-alpes-cote d'azur,10178.649999999987
2020-01-18,Saturday,occitania,10088.519999999982
2020-01-18,Saturday,centre-val de loire,1097.19
2020-01-18,Saturday,normandy,5201.9399999999941
2020-01-18,Saturday,nouvelle-aquitaine,2891.3500000000004
2020-01-19,Sunday,ile-de-france,67169.360000000015
2020-01-19,Sunday,brittany,7531.0399999999927
2020-01-19,Sunday,hauts-de-france,6171.3099999999931
2020-01-19,Sunday,nouvelle-aquitaine,4632.4399999999987
2020-01-19,Sunday,provence-alpes-cote d'azur,11759.779999999988
2020-01-19,Sunday,corsica,638.07
2020-01-19,Sunday,auvergne-rhone-alpes,21832.79
2020-01-19,Sunday,grand est,12603.539999999977
2020-01-19,Sunday,nord-pas-de-calais and picardy,9538.7699999999786
2020-01-19,Sunday,occitania,25479.990000000038
2020-01-19,Sunday,normandy,5308.979999999995
2020-01-19,Sunday,bourgogne-franche-comte,2032.3400000000008
2020-01-19,Sunday,new aquitaine,8376.6099999999878
2020-01-19,Sunday,pays de la loire,7151.2299999999814
2020-01-19,Sunday,centre-loire valley,3549.2399999999975
2020-01-19,Sunday,centre-val de loire,1371.19
2020-01-20,Monday,french polynesia,24.27
2020-01-20,Monday,pays de la loire,9804.2499999999854
2020-01-20,Monday,grand est,19982.540000000037
2020-01-20,Monday,new aquitaine,12051.179999999977
2020-01-20,Monday,ile-de-france,82814.810000000347
2020-01-20,Monday,nouvelle-aquitaine,6791.4399999999923
2020-01-20,Monday,,28.4
2020-01-20,Monday,corsica,291.98
2020-01-20,Monday,auvergne-rhone-alpes,37130.070000000138
2020-01-20,Monday,nord-pas-de-calais and picardy,13582.359999999982
2020-01-20,Monday,brittany,6203.6699999999892
2020-01-20,Monday,centre-val de loire,1543.5800000000006
2020-01-20,Monday,bourgogne-franche-comte,4044.4699999999966
2020-01-20,Monday,provence-alpes-cote d'azur,18997.829999999976
2020-01-20,Monday,occitania,37780.180000000037
2020-01-20,Monday,hauts-de-france,6219.549999999992
2020-01-20,Monday,centre-loire valley,4016.0999999999958
2020-01-20,Monday,normandy,6681.089999999992
2020-01-21,Tuesday,centre-loire valley,2561.0900000000006
2020-01-21,Tuesday,pays de la loire,7693.669999999991
2020-01-21,Tuesday,nouvelle-aquitaine,9611.2799999999879
2020-01-21,Tuesday,nord-pas-de-calais and picardy,9169.1299999999883
2020-01-21,Tuesday,corsica,640.31
2020-01-21,Tuesday,centre-val de loire,1342.6999999999998
2020-01-21,Tuesday,auvergne-rhone-alpes,28910.81000000015
2020-01-21,Tuesday,brittany,5417.7899999999963
2020-01-21,Tuesday,bourgogne-franche-comte,6374.8899999999949
2020-01-21,Tuesday,occitania,16429.369999999966
2020-01-21,Tuesday,grand est,14042.129999999988
2020-01-21,Tuesday,hauts-de-france,4827.5899999999974
2020-01-21,Tuesday,provence-alpes-cote d'azur,14591.529999999968
2020-01-21,Tuesday,new aquitaine,10269.769999999988
2020-01-21,Tuesday,ile-de-france,75627.5200000002
2020-01-21,Tuesday,normandy,8488.14999999999
2020-01-22,Wednesday,grand est,17579.769999999971
2020-01-22,Wednesday,corsica,203.48000000000002
2020-01-22,Wednesday,auvergne-rhone-alpes,23149.260000000038
2020-01-22,Wednesday,centre-loire valley,2175.1800000000003
2020-01-22,Wednesday,brittany,7294.3899999999921
2020-01-22,Wednesday,nord-pas-de-calais and picardy,10926.889999999983
2020-01-22,Wednesday,bourgogne-franche-comte,3885.9900000000002
2020-01-22,Wednesday,hauts-de-france,2824.8799999999983
2020-01-22,Wednesday,ile-de-france,77347.680000000066
2020-01-22,Wednesday,centre-val de loire,2025.0500000000004
2020-01-22,Wednesday,pays de la loire,6291.299999999992
2020-01-22,Wednesday,new aquitaine,9037.64999999999
2020-01-22,Wednesday,normandy,6454.1199999999953
2020-01-22,Wednesday,provence-alpes-cote d'azur,10518.389999999983
2020-01-22,Wednesday,occitania,29134.030000000068
2020-01-22,Wednesday,nouvelle-aquitaine,3674.4399999999978
2020-01-23,Thursday,brittany,5494.0399999999963
2020-01-23,Thursday,provence-alpes-cote d'azur,12852.349999999973
2020-01-23,Thursday,new aquitaine,7382.98999999999
2020-01-23,Thursday,hauts-de-france,4243.7999999999965
2020-01-23,Thursday,centre-loire valley,3881.3699999999981
2020-01-23,Thursday,nouvelle-aquitaine,2740.1599999999989
2020-01-23,Thursday,nord-pas-de-calais and picardy,6322.329999999989
2020-01-23,Thursday,occitania,20632.179999999986
2020-01-23,Thursday,bourgogne-franche-comte,3993.98
2020-01-23,Thursday,ile-de-france,66161.899999999951
2020-01-23,Thursday,grand est,10894.969999999985
2020-01-23,Thursday,auvergne-rhone-alpes,24553.880000000114
2020-01-23,Thursday,pays de la loire,7304.41999999999
2020-01-23,Thursday,centre-val de loire,1781.0300000000004
2020-01-23,Thursday,corsica,732.31999999999994
2020-01-23,Thursday,normandy,10102.379999999985
2020-01-24,Friday,auvergne-rhone-alpes,27393.210000000072
2020-01-24,Friday,corsica,229.77
2020-01-24,Friday,grand est,7924.6199999999808
2020-01-24,Friday,bourgogne-franche-comte,10948.369999999988
2020-01-24,Friday,normandy,6443.5599999999968
2020-01-24,Friday,nord-pas-de-calais and picardy,8749.4499999999935
2020-01-24,Friday,new aquitaine,5920.5399999999936
2020-01-24,Friday,centre-val de loire,964.85000000000014
2020-01-24,Friday,pays de la loire,6599.3399999999911
2020-01-24,Friday,provence-alpes-cote d'azur,10918.269999999979
2020-01-24,Friday,brittany,4556.689999999996
2020-01-24,Friday,ile-de-france,74897.219999999885
2020-01-24,Friday,hauts-de-france,6576.7099999999909
2020-01-24,Friday,nouvelle-aquitaine,2788.6100000000006
2020-01-24,Friday,centre-loire valley,2718.9200000000005
2020-01-24,Friday,occitania,14547.189999999973
2020-01-25,Saturday,normandy,5191.1599999999944
2020-01-25,Saturday,auvergne-rhone-alpes,31267.240000000042
2020-01-25,Saturday,pays de la loire,3398.3199999999961
2020-01-25,Saturday,centre-val de loire,2702.9299999999994
2020-01-25,Saturday,bourgogne-franche-comte,5400.4699999999975
2020-01-25,Saturday,occitania,10226.929999999989
2020-01-25,Saturday,centre-loire valley,2070.3199999999997
2020-01-25,Saturday,hauts-de-france,3228.5499999999988
2020-01-25,Saturday,nord-pas-de-calais and picardy,5325.3299999999945
2020-01-25,Saturday,grand est,10126.709999999981
2020-01-25,Saturday,provence-alpes-cote d'azur,8964.05999999999
2020-01-25,Saturday,new aquitaine,4479.8499999999967
2020-01-25,Saturday,corsica,569.83
2020-01-25,Saturday,nouvelle-aquitaine,1736.0100000000004
2020-01-25,Saturday,brittany,3567.2999999999988
2020-01-25,Saturday,ile-de-france,44271.209999999963
2020-01-26,Sunday,,7.7
2020-01-26,Sunday,ile-de-france,60897.839999999829
2020-01-26,Sunday,provence-alpes-cote d'azur,12391.809999999972
2020-01-26,Sunday,auvergne-rhone-alpes,24452.900000000071
2020-01-26,Sunday,new aquitaine,6803.43999999999
2020-01-26,Sunday,hauts-de-france,6316.3699999999935
2020-01-26,Sunday,corsica,2125.8399999999997
2020-01-26,Sunday,brittany,4766.809999999994
2020-01-26,Sunday,centre-loire valley,3732.0299999999993
2020-01-26,Sunday,nord-pas-de-calais and picardy,12347.609999999986
2020-01-26,Sunday,centre-val de loire,1893.95
2020-01-26,Sunday,bourgogne-franche-comte,4046.6499999999965
2020-01-26,Sunday,pays de la loire,6042.65999999999
2020-01-26,Sunday,nouvelle-aquitaine,3520.2199999999971
2020-01-26,Sunday,normandy,8261.3699999999935
2020-01-26,Sunday,occitania,13604.869999999975
2020-01-26,Sunday,grand est,13527.129999999966
2020-01-27,Monday,brittany,6501.6499999999933
2020-01-27,Monday,centre-loire valley,4648.4199999999955
2020-01-27,Monday,nouvelle-aquitaine,5081.729999999995
2020-01-27,Monday,new aquitaine,17901.849999999984
2020-01-27,Monday,hauts-de-france,4762.2999999999938
2020-01-27,Monday,corsica,1307.35
2020-01-27,Monday,occitania,23603.840000000026
2020-01-27,Monday,centre-val de loire,1604.3300000000008
2020-01-27,Monday,provence-alpes-cote d'azur,16355.449999999988
2020-01-27,Monday,auvergne-rhone-alpes,34645.640000000145
2020-01-27,Monday,grand est,18597.100000000006
2020-01-27,Monday,nord-pas-de-calais and picardy,15030.509999999969
2020-01-27,Monday,pays de la loire,8745.9299999999839
2020-01-27,Monday,normandy,6822.0699999999915
2020-01-27,Monday,ile-de-france,66742.099999999846
2020-01-27,Monday,bourgogne-franche-comte,10140.559999999989
2020-01-28,Tuesday,bourgogne-franche-comte,6773.8599999999906
2020-01-28,Tuesday,auvergne-rhone-alpes,30383.67000000014
2020-01-28,Tuesday,occitania,14236.379999999988
2020-01-28,Tuesday,corsica,500.94000000000005
2020-01-28,Tuesday,grand est,12551.339999999976
2020-01-28,Tuesday,nord-pas-de-calais and picardy,10839.639999999985
2020-01-28,Tuesday,normandy,8603.9699999999884
2020-01-28,Tuesday,provence-alpes-cote d'azur,16772.939999999988
2020-01-28,Tuesday,pays de la loire,15683.729999999983
2020-01-28,Tuesday,centre-loire valley,2278.51
2020-01-28,Tuesday,,21.59
2020-01-28,Tuesday,ile-de-france,58708.069999999956
2020-01-28,Tuesday,brittany,8301.5499999999884
2020-01-28,Tuesday,nouvelle-aquitaine,5262.6099999999951
2020-01-28,Tuesday,new aquitaine,9845.8899999999849
2020-01-28,Tuesday,centre-val de loire,908.32000000000016
2020-01-28,Tuesday,hauts-de-france,5486.3599999999942
2020-01-29,Wednesday,new aquitaine,9693.5999999999785
2020-01-29,Wednesday,pays de la loire,12046.809999999983
2020-01-29,Wednesday,bourgogne-franche-comte,7773.7299999999886
2020-01-29,Wednesday,grand est,13949.679999999966
2020-01-29,Wednesday,french polynesia,131.58
2020-01-29,Wednesday,ile-de-france,75038.940000000017
2020-01-29,Wednesday,nouvelle-aquitaine,50389.769999999953
2020-01-29,Wednesday,hauts-de-france,4497.4499999999971
2020-01-29,Wednesday,auvergne-rhone-alpes,24475.310000000074
2020-01-29,Wednesday,provence-alpes-cote d'azur,26217.320000000123
2020-01-29,Wednesday,brittany,5414.9299999999948
2020-01-29,Wednesday,occitania,14116.659999999976
2020-01-29,Wednesday,centre-val de loire,2773.9599999999978
2020-01-29,Wednesday,normandy,7068.5299999999952
2020-01-29,Wednesday,corsica,210.72999999999996
2020-01-29,Wednesday,nord-pas-de-calais and picardy,9802.0599999999886
2020-01-29,Wednesday,centre-loire valley,3774.1000000000004
2020-01-30,Thursday,pays de la loire,7441.039999999989
2020-01-30,Thursday,ile-de-france,64014.789999999884
2020-01-30,Thursday,french polynesia,43.64
2020-01-30,Thursday,nord-pas-de-calais and picardy,12055.119999999974
2020-01-30,Thursday,centre-loire valley,4503.0399999999963
2020-01-30,Thursday,normandy,9964.4799999999923
2020-01-30,Thursday,provence-alpes-cote d'azur,15964.779999999973
2020-01-30,Thursday,brittany,7817.4199999999937
2020-01-30,Thursday,grand est,18396.82
2020-01-30,Thursday,auvergne-rhone-alpes,23197.590000000055
2020-01-30,Thursday,new aquitaine,7513.0199999999932
